Country,Make,Model,Year,Review Score,Sales Volume
Germany,Kia,Telluride,2010,1.8,16811
USA,Kia,Telluride,2010,2.3,6766
France,Kia,Telluride,2015,1.4,10969
Germany,Kia,Telluride,2015,3.9,11340
USA,Kia,Telluride,2015,1.3,14587
France,Volvo,XC60,2017,1.5,16064
Germany,Volvo,XC60,2017,2.0,16671
USA,Volvo,XC60,2017,4.5,1494
France,Volvo,XC60,2011,3.0,17777
Germany,Volvo,XC60,2011,3.1,9063
USA,Volvo,XC60,2011,4.1,1361
France,Volvo,XC60,2021,2.4,2655
Germany,Volvo,XC60,2021,1.7,8476
USA,Volvo,XC60,2021,1.2,15951
France,Volvo,XC60,2022,4.6,18074
Germany,Volvo,XC60,2022,3.4,11143
USA,Volvo,XC60,2022,4.2,6860
France,Volvo,XC60,2019,3.6,17840
Germany,Volvo,XC60,2019,1.7,2866
USA,Volvo,XC60,2019,3.4,10966
France,Volvo,XC60,2020,3.7,3327
Germany,Volvo,XC60,2020,2.3,3588
USA,Volvo,XC60,2020,4.6,9963
France,Volvo,XC60,2012,1.4,18074
Germany,Volvo,XC60,2012,3.6,13866
USA,Volvo,XC60,2012,1.6,5204
France,Volvo,XC60,2014,2.9,6414
Germany,Volvo,XC60,2014,4.1,3622
USA,Volvo,XC60,2014,3.3,4207
France,Volvo,XC60,2016,1.5,4967
Germany,Volvo,XC60,2016,4.8,16270
USA,Volvo,XC60,2016,4.8,3303
France,Volvo,XC60,2018,4.3,8393
Germany,Volvo,XC60,2018,1.8,8314
USA,Volvo,XC60,2018,2.3,11950
France,Volvo,XC60,2013,1.5,16497
Germany,Volvo,XC60,2013,2.3,3763
USA,Volvo,XC60,2013,4.0,10989
France,Volvo,XC60,2010,1.2,10513
Germany,Volvo,XC60,2010,3.4,7651
USA,Volvo,XC60,2010,3.0,4300
France,Volvo,XC60,2015,4.9,5214
Germany,Volvo,XC60,2015,2.6,13479
USA,Volvo,XC60,2015,4.4,3643
France,Volkswagen,Golf,2017,1.3,15117
Germany,Volkswagen,Golf,2017,2.3,12274
USA,Volkswagen,Golf,2017,3.7,5271
France,Volkswagen,Golf,2011,4.0,11603
Germany,Volkswagen,Golf,2011,2.7,1445
USA,Volkswagen,Golf,2011,4.4,8206
France,Volkswagen,Golf,2021,2.1,7568
Germany,Volkswagen,Golf,2021,3.9,8199
USA,Volkswagen,Golf,2021,4.8,2164
France,Volkswagen,Golf,2022,3.8,17042
Germany,Volkswagen,Golf,2022,2.0,15816
USA,Volkswagen,Golf,2022,2.2,7302
France,Volkswagen,Golf,2019,2.7,10710
Germany,Volkswagen,Golf,2019,1.8,7641
USA,Volkswagen,Golf,2019,1.4,16121
France,Volkswagen,Golf,2020,1.6,3696
Germany,Volkswagen,Golf,2020,2.0,18040
USA,Volkswagen,Golf,2020,4.6,14948
France,Volkswagen,Golf,2012,4.5,6396
Germany,Volkswagen,Golf,2012,2.5,17923
USA,Volkswagen,Golf,2012,1.8,15986
France,Volkswagen,Golf,2014,1.2,4300
Germany,Volkswagen,Golf,2014,1.9,17708
USA,Volkswagen,Golf,2014,3.0,5837
France,Volkswagen,Golf,2016,2.5,14810
Germany,Volkswagen,Golf,2016,2.9,5100
USA,Volkswagen,Golf,2016,2.7,7448
France,Volkswagen,Golf,2018,2.6,12691
Germany,Volkswagen,Golf,2018,1.7,11519
USA,Volkswagen,Golf,2018,2.9,9446
France,Volkswagen,Golf,2013,1.7,4840
Germany,Volkswagen,Golf,2013,4.4,12791
USA,Volkswagen,Golf,2013,3.2,17738
France,Volkswagen,Golf,2010,2.4,4806
Germany,Volkswagen,Golf,2010,1.5,1244
USA,Volkswagen,Golf,2010,1.4,8587
France,Volkswagen,Golf,2015,2.1,9732
Germany,Volkswagen,Golf,2015,3.3,12586
USA,Volkswagen,Golf,2015,2.0,8150
France,Mazda,MX-5,2017,1.6,5687
Germany,Mazda,MX-5,2017,4.6,10205
USA,Mazda,MX-5,2017,2.1,15879
France,Mazda,MX-5,2011,4.7,12263
Germany,Mazda,MX-5,2011,1.7,721
USA,Mazda,MX-5,2011,3.7,11887
France,Mazda,MX-5,2021,4.6,6978
Germany,Mazda,MX-5,2021,4.2,5824
USA,Mazda,MX-5,2021,4.3,5768
France,Mazda,MX-5,2022,3.4,3265
Germany,Mazda,MX-5,2022,3.8,4681
USA,Mazda,MX-5,2022,3.7,688
France,Mazda,MX-5,2019,4.9,9930
Germany,Mazda,MX-5,2019,1.2,16098
USA,Mazda,MX-5,2019,2.4,3363
France,Mazda,MX-5,2020,1.5,5590
Germany,Mazda,MX-5,2020,4.1,8874
USA,Mazda,MX-5,2020,2.5,6881
France,Mazda,MX-5,2012,2.2,18224
Germany,Mazda,MX-5,2012,2.5,1717
USA,Mazda,MX-5,2012,3.7,6579
France,Mazda,MX-5,2014,3.8,9079
Germany,Mazda,MX-5,2014,4.3,17189
USA,Mazda,MX-5,2014,3.4,9502
France,Mazda,MX-5,2016,4.8,9832
Germany,Mazda,MX-5,2016,4.6,860
USA,Mazda,MX-5,2016,1.2,4655
France,Mazda,MX-5,2018,4.9,14227
Germany,Mazda,MX-5,2018,4.8,14274
USA,Mazda,MX-5,2018,2.9,17997
France,Mazda,MX-5,2013,1.9,12165
Germany,Mazda,MX-5,2013,2.7,1240
USA,Mazda,MX-5,2013,2.5,16149
France,Mazda,MX-5,2010,1.7,1075
Germany,Mazda,MX-5,2010,2.1,4868
USA,Mazda,MX-5,2010,4.4,12834
France,Mazda,MX-5,2015,4.0,14151
Germany,Mazda,MX-5,2015,3.1,9722
USA,Mazda,MX-5,2015,3.8,2517
France,Buick,Encore,2017,2.7,5478
Germany,Buick,Encore,2017,3.0,10133
USA,Buick,Encore,2017,3.4,982
France,Buick,Encore,2011,2.7,12555
Germany,Buick,Encore,2011,3.1,15260
USA,Buick,Encore,2011,4.4,9059
France,Buick,Encore,2021,2.0,16273
Germany,Buick,Encore,2021,2.5,15461
USA,Buick,Encore,2021,2.2,13769
France,Buick,Encore,2022,3.6,15598
Germany,Buick,Encore,2022,3.2,1248
USA,Buick,Encore,2022,2.0,1422
France,Buick,Encore,2019,1.7,996
Germany,Buick,Encore,2019,3.6,14510
USA,Buick,Encore,2019,2.1,5638
France,Buick,Encore,2020,2.6,5690
Germany,Buick,Encore,2020,4.0,16294
USA,Buick,Encore,2020,4.3,2217
France,Buick,Encore,2012,3.8,982
Germany,Buick,Encore,2012,4.6,4360
USA,Buick,Encore,2012,1.2,13280
France,Buick,Encore,2014,3.1,15132
Germany,Buick,Encore,2014,3.8,17949
USA,Buick,Encore,2014,1.8,11786
France,Buick,Encore,2016,2.6,5625
Germany,Buick,Encore,2016,4.2,13066
USA,Buick,Encore,2016,3.2,9526
France,Buick,Encore,2018,3.3,16439
Germany,Buick,Encore,2018,2.0,8719
USA,Buick,Encore,2018,1.4,4232
France,Buick,Encore,2013,3.1,16653
Germany,Buick,Encore,2013,2.8,14128
USA,Buick,Encore,2013,1.6,17839
France,Buick,Encore,2010,4.5,10624
Germany,Buick,Encore,2010,2.8,2649
USA,Buick,Encore,2010,2.8,8703
France,Buick,Encore,2015,3.0,16960
Germany,Buick,Encore,2015,2.6,5807
USA,Buick,Encore,2015,3.8,10259
France,Vauxhall,Crossland X,2017,1.6,8277
Germany,Vauxhall,Crossland X,2017,3.2,17046
USA,Vauxhall,Crossland X,2017,4.1,13925
France,Vauxhall,Crossland X,2011,3.0,13739
Germany,Vauxhall,Crossland X,2011,2.9,7524
USA,Vauxhall,Crossland X,2011,1.8,17333
France,Vauxhall,Crossland X,2021,4.7,2755
Germany,Vauxhall,Crossland X,2021,3.0,1056
USA,Vauxhall,Crossland X,2021,4.8,8068
France,Vauxhall,Crossland X,2022,2.4,13951
Germany,Vauxhall,Crossland X,2022,2.3,9043
USA,Vauxhall,Crossland X,2022,2.1,8235
France,Vauxhall,Crossland X,2019,2.8,15065
Germany,Vauxhall,Crossland X,2019,1.6,3037
USA,Vauxhall,Crossland X,2019,2.0,15514
France,Vauxhall,Crossland X,2020,2.1,11193
Germany,Vauxhall,Crossland X,2020,2.4,3252
USA,Vauxhall,Crossland X,2020,3.4,7553
France,Vauxhall,Crossland X,2012,2.6,7694
Germany,Vauxhall,Crossland X,2012,4.2,5996
USA,Vauxhall,Crossland X,2012,2.0,17351
France,Vauxhall,Crossland X,2014,4.7,16926
Germany,Vauxhall,Crossland X,2014,2.0,11974
USA,Vauxhall,Crossland X,2014,2.2,7944
France,Vauxhall,Crossland X,2016,4.2,9804
Germany,Vauxhall,Crossland X,2016,3.5,1890
USA,Vauxhall,Crossland X,2016,2.3,14615
France,Vauxhall,Crossland X,2018,3.2,9440
Germany,Vauxhall,Crossland X,2018,1.6,9804
USA,Vauxhall,Crossland X,2018,1.4,3656
France,Vauxhall,Crossland X,2013,2.7,2400
Germany,Vauxhall,Crossland X,2013,2.5,4244
USA,Vauxhall,Crossland X,2013,3.2,15661
France,Vauxhall,Crossland X,2010,4.5,6169
Germany,Vauxhall,Crossland X,2010,1.6,5564
USA,Vauxhall,Crossland X,2010,3.3,12589
France,Vauxhall,Crossland X,2015,4.6,5196
Germany,Vauxhall,Crossland X,2015,4.4,16668
USA,Vauxhall,Crossland X,2015,1.9,11229
France,Ford,F-150,2017,3.2,9809
Germany,Ford,F-150,2017,3.3,4955
USA,Ford,F-150,2017,2.5,829
France,Ford,F-150,2011,3.3,9861
Germany,Ford,F-150,2011,2.8,12663
USA,Ford,F-150,2011,4.1,2942
France,Ford,F-150,2021,3.3,10524
Germany,Ford,F-150,2021,4.3,5529
USA,Ford,F-150,2021,1.2,3457
France,Ford,F-150,2022,2.7,2935
Germany,Ford,F-150,2022,3.1,701
USA,Ford,F-150,2022,2.4,5599
France,Ford,F-150,2019,4.7,5374
Germany,Ford,F-150,2019,1.9,10618
USA,Ford,F-150,2019,2.6,12551
France,Ford,F-150,2020,1.5,12697
Germany,Ford,F-150,2020,2.6,8481
USA,Ford,F-150,2020,3.3,1870
France,Ford,F-150,2012,3.0,12578
Germany,Ford,F-150,2012,1.4,4304
USA,Ford,F-150,2012,4.6,719
France,Ford,F-150,2014,2.4,3862
Germany,Ford,F-150,2014,1.5,2267
USA,Ford,F-150,2014,3.4,13498
France,Ford,F-150,2016,3.1,1076
Germany,Ford,F-150,2016,4.8,1968
USA,Ford,F-150,2016,3.4,11175
France,Ford,F-150,2018,3.4,4929
Germany,Ford,F-150,2018,3.4,14095
USA,Ford,F-150,2018,2.7,9333
France,Ford,F-150,2013,3.4,9523
Germany,Ford,F-150,2013,3.2,4344
USA,Ford,F-150,2013,4.3,3680
France,Ford,F-150,2010,3.1,18354
Germany,Ford,F-150,2010,3.3,4537
USA,Ford,F-150,2010,2.8,10417
France,Ford,F-150,2015,2.0,17727
Germany,Ford,F-150,2015,3.9,847
USA,Ford,F-150,2015,3.4,14207
France,Toyota,Camry,2017,2.4,14106
Germany,Toyota,Camry,2017,1.1,4605
USA,Toyota,Camry,2017,3.7,9305
France,Toyota,Camry,2011,1.9,7405
Germany,Toyota,Camry,2011,1.3,10596
USA,Toyota,Camry,2011,3.1,4288
France,Toyota,Camry,2021,2.4,3764
Germany,Toyota,Camry,2021,4.7,1890
USA,Toyota,Camry,2021,4.3,10916
France,Toyota,Camry,2022,1.5,15524
Germany,Toyota,Camry,2022,2.8,14608
USA,Toyota,Camry,2022,1.9,17428
France,Toyota,Camry,2019,3.7,10637
Germany,Toyota,Camry,2019,1.2,2118
USA,Toyota,Camry,2019,4.4,9845
France,Toyota,Camry,2020,1.2,18314
Germany,Toyota,Camry,2020,2.7,5865
USA,Toyota,Camry,2020,4.4,5801
France,Toyota,Camry,2012,1.5,13180
Germany,Toyota,Camry,2012,3.4,14038
USA,Toyota,Camry,2012,1.2,1120
France,Toyota,Camry,2014,3.1,1449
Germany,Toyota,Camry,2014,4.6,16930
USA,Toyota,Camry,2014,2.6,9213
France,Toyota,Camry,2016,3.2,17320
Germany,Toyota,Camry,2016,1.5,16182
USA,Toyota,Camry,2016,2.0,16168
France,Toyota,Camry,2018,4.8,14321
Germany,Toyota,Camry,2018,2.7,10065
USA,Toyota,Camry,2018,3.5,14751
France,Toyota,Camry,2013,3.1,534
Germany,Toyota,Camry,2013,4.1,7329
USA,Toyota,Camry,2013,1.8,15854
France,Toyota,Camry,2010,3.6,6075
Germany,Toyota,Camry,2010,3.4,9845
USA,Toyota,Camry,2010,4.3,8921
France,Toyota,Camry,2015,4.0,9921
Germany,Toyota,Camry,2015,3.7,3691
USA,Toyota,Camry,2015,1.3,15941
France,Peugeot,508,2017,2.4,16319
Germany,Peugeot,508,2017,1.1,6507
USA,Peugeot,508,2017,3.5,5320
France,Peugeot,508,2011,1.3,3645
Germany,Peugeot,508,2011,3.4,18428
USA,Peugeot,508,2011,4.6,4406
France,Peugeot,508,2021,1.7,2098
Germany,Peugeot,508,2021,2.4,17368
USA,Peugeot,508,2021,1.6,11456
France,Peugeot,508,2022,2.2,9898
Germany,Peugeot,508,2022,4.4,5692
USA,Peugeot,508,2022,2.1,4376
France,Peugeot,508,2019,2.4,6494
Germany,Peugeot,508,2019,4.9,11823
USA,Peugeot,508,2019,4.1,5589
France,Peugeot,508,2020,1.6,18477
Germany,Peugeot,508,2020,4.9,15895
USA,Peugeot,508,2020,4.2,18416
France,Peugeot,508,2012,2.2,4950
Germany,Peugeot,508,2012,3.2,9858
USA,Peugeot,508,2012,1.2,14516
France,Peugeot,508,2014,2.1,8563
Germany,Peugeot,508,2014,3.1,8429
USA,Peugeot,508,2014,3.0,16749
France,Peugeot,508,2016,3.1,5854
Germany,Peugeot,508,2016,1.5,7113
USA,Peugeot,508,2016,2.3,12827
France,Peugeot,508,2018,4.4,5459
Germany,Peugeot,508,2018,1.1,9423
USA,Peugeot,508,2018,4.2,18363
France,Peugeot,508,2013,2.6,1316
Germany,Peugeot,508,2013,4.5,14390
USA,Peugeot,508,2013,1.8,7843
France,Peugeot,508,2010,3.1,3095
Germany,Peugeot,508,2010,4.1,6478
USA,Peugeot,508,2010,2.2,8177
France,Peugeot,508,2015,1.4,10559
Germany,Peugeot,508,2015,2.3,13755
USA,Peugeot,508,2015,2.4,17829
France,BMW,X5,2017,3.5,15987
Germany,BMW,X5,2017,2.8,10832
USA,BMW,X5,2017,2.0,13540
France,BMW,X5,2011,2.7,8574
Germany,BMW,X5,2011,4.8,12469
USA,BMW,X5,2011,2.0,17750
France,BMW,X5,2021,4.4,18165
Germany,BMW,X5,2021,1.6,1645
USA,BMW,X5,2021,3.8,16024
France,BMW,X5,2022,2.0,1940
Germany,BMW,X5,2022,3.2,14849
USA,BMW,X5,2022,3.0,1532
France,BMW,X5,2019,3.1,7273
Germany,BMW,X5,2019,2.9,11348
USA,BMW,X5,2019,4.1,9221
France,BMW,X5,2020,4.2,1550
Germany,BMW,X5,2020,3.2,15777
USA,BMW,X5,2020,1.9,16961
France,BMW,X5,2012,2.5,14579
Germany,BMW,X5,2012,4.5,17884
USA,BMW,X5,2012,2.8,17809
France,BMW,X5,2014,3.9,5776
Germany,BMW,X5,2014,4.3,13003
USA,BMW,X5,2014,2.6,4785
France,BMW,X5,2016,4.3,12439
Germany,BMW,X5,2016,2.6,17989
USA,BMW,X5,2016,2.7,849
France,BMW,X5,2018,3.2,14899
Germany,BMW,X5,2018,4.8,1468
USA,BMW,X5,2018,3.6,7415
France,BMW,X5,2013,4.0,12142
Germany,BMW,X5,2013,2.3,18114
USA,BMW,X5,2013,2.5,12647
France,BMW,X5,2010,2.0,2642
Germany,BMW,X5,2010,3.9,11494
USA,BMW,X5,2010,1.8,3119
France,BMW,X5,2015,2.9,14136
Germany,BMW,X5,2015,3.5,9345
USA,BMW,X5,2015,1.4,10919
France,Fiat,124 Spider,2017,1.3,12026
Germany,Fiat,124 Spider,2017,4.1,9700
USA,Fiat,124 Spider,2017,4.1,5167
France,Fiat,124 Spider,2011,3.0,17421
Germany,Fiat,124 Spider,2011,1.2,11211
USA,Fiat,124 Spider,2011,2.2,14660
France,Fiat,124 Spider,2021,3.7,18467
Germany,Fiat,124 Spider,2021,4.2,3918
USA,Fiat,124 Spider,2021,3.7,10674
France,Fiat,124 Spider,2022,2.2,2531
Germany,Fiat,124 Spider,2022,4.8,14606
USA,Fiat,124 Spider,2022,1.6,7279
France,Fiat,124 Spider,2019,2.3,6418
Germany,Fiat,124 Spider,2019,1.4,5426
USA,Fiat,124 Spider,2019,4.0,15943
France,Fiat,124 Spider,2020,3.1,11836
Germany,Fiat,124 Spider,2020,4.7,12424
USA,Fiat,124 Spider,2020,4.6,5022
France,Fiat,124 Spider,2012,2.4,4611
Germany,Fiat,124 Spider,2012,3.5,7519
USA,Fiat,124 Spider,2012,2.1,16303
France,Fiat,124 Spider,2014,3.6,5313
Germany,Fiat,124 Spider,2014,4.1,6921
USA,Fiat,124 Spider,2014,2.9,11984
France,Fiat,124 Spider,2016,2.9,5592
Germany,Fiat,124 Spider,2016,2.5,3131
USA,Fiat,124 Spider,2016,1.6,5647
France,Fiat,124 Spider,2018,2.8,1258
Germany,Fiat,124 Spider,2018,3.9,8747
USA,Fiat,124 Spider,2018,2.9,6754
France,Fiat,124 Spider,2013,4.8,6233
Germany,Fiat,124 Spider,2013,3.0,4686
USA,Fiat,124 Spider,2013,2.0,4171
France,Fiat,124 Spider,2010,4.6,11387
Germany,Fiat,124 Spider,2010,4.2,17670
USA,Fiat,124 Spider,2010,3.3,5889
France,Fiat,124 Spider,2015,2.1,6787
Germany,Fiat,124 Spider,2015,3.8,5890
USA,Fiat,124 Spider,2015,4.7,13092
France,Peugeot,3008,2017,3.7,11298
Germany,Peugeot,3008,2017,3.6,4958
USA,Peugeot,3008,2017,4.3,11131
France,Peugeot,3008,2011,1.6,2675
Germany,Peugeot,3008,2011,1.5,11097
USA,Peugeot,3008,2011,4.1,12701
France,Peugeot,3008,2021,4.9,7121
Germany,Peugeot,3008,2021,4.8,10398
USA,Peugeot,3008,2021,2.3,4741
France,Peugeot,3008,2022,4.3,11304
Germany,Peugeot,3008,2022,1.7,6069
USA,Peugeot,3008,2022,1.5,6087
France,Peugeot,3008,2019,3.1,8719
Germany,Peugeot,3008,2019,2.9,15760
USA,Peugeot,3008,2019,4.7,15668
France,Peugeot,3008,2020,1.9,13114
Germany,Peugeot,3008,2020,3.1,9821
USA,Peugeot,3008,2020,2.8,11870
France,Peugeot,3008,2012,1.8,2411
Germany,Peugeot,3008,2012,3.8,5635
USA,Peugeot,3008,2012,1.9,11990
France,Peugeot,3008,2014,1.4,8589
Germany,Peugeot,3008,2014,4.3,15200
USA,Peugeot,3008,2014,4.4,9346
France,Peugeot,3008,2016,3.6,8553
Germany,Peugeot,3008,2016,1.3,16911
USA,Peugeot,3008,2016,1.5,5081
France,Peugeot,3008,2018,4.3,4376
Germany,Peugeot,3008,2018,3.8,5855
USA,Peugeot,3008,2018,3.7,4859
France,Peugeot,3008,2013,4.8,15039
Germany,Peugeot,3008,2013,2.5,16776
USA,Peugeot,3008,2013,3.6,14360
France,Peugeot,3008,2010,4.4,7990
Germany,Peugeot,3008,2010,2.6,17764
USA,Peugeot,3008,2010,1.7,16928
France,Peugeot,3008,2015,3.8,15090
Germany,Peugeot,3008,2015,1.1,5359
USA,Peugeot,3008,2015,2.5,11629
France,Renault,Scenic,2017,1.7,9136
Germany,Renault,Scenic,2017,4.7,13840
USA,Renault,Scenic,2017,2.9,15394
France,Renault,Scenic,2011,4.6,8413
Germany,Renault,Scenic,2011,2.3,3016
USA,Renault,Scenic,2011,3.8,15921
France,Renault,Scenic,2021,2.4,11118
Germany,Renault,Scenic,2021,2.1,15431
USA,Renault,Scenic,2021,2.4,8448
France,Renault,Scenic,2022,4.2,654
Germany,Renault,Scenic,2022,4.8,16616
USA,Renault,Scenic,2022,3.8,8266
France,Renault,Scenic,2019,2.5,9195
Germany,Renault,Scenic,2019,3.2,1326
USA,Renault,Scenic,2019,4.0,14329
France,Renault,Scenic,2020,1.5,13291
Germany,Renault,Scenic,2020,3.0,11501
USA,Renault,Scenic,2020,1.7,12698
France,Renault,Scenic,2012,3.5,12689
Germany,Renault,Scenic,2012,1.3,2485
USA,Renault,Scenic,2012,4.2,13672
France,Renault,Scenic,2014,1.8,6544
Germany,Renault,Scenic,2014,2.9,12829
USA,Renault,Scenic,2014,2.0,10872
France,Renault,Scenic,2016,2.1,12908
Germany,Renault,Scenic,2016,4.2,5436
USA,Renault,Scenic,2016,4.5,7540
France,Renault,Scenic,2018,4.7,10867
Germany,Renault,Scenic,2018,1.5,16983
USA,Renault,Scenic,2018,3.1,11177
France,Renault,Scenic,2013,3.4,16878
Germany,Renault,Scenic,2013,4.0,16140
USA,Renault,Scenic,2013,4.5,1549
France,Renault,Scenic,2010,4.1,670
Germany,Renault,Scenic,2010,1.5,8119
USA,Renault,Scenic,2010,2.0,17109
France,Renault,Scenic,2015,3.4,11178
Germany,Renault,Scenic,2015,3.5,7525
USA,Renault,Scenic,2015,2.6,15961
France,Toyota,Prius,2017,4.8,12471
Germany,Toyota,Prius,2017,2.8,11717
USA,Toyota,Prius,2017,1.5,587
France,Toyota,Prius,2011,3.0,7258
Germany,Toyota,Prius,2011,3.5,16687
USA,Toyota,Prius,2011,2.0,3673
France,Toyota,Prius,2021,2.7,14737
Germany,Toyota,Prius,2021,2.4,16907
USA,Toyota,Prius,2021,3.5,956
France,Toyota,Prius,2022,2.5,2462
Germany,Toyota,Prius,2022,2.9,11913
USA,Toyota,Prius,2022,2.6,4996
France,Toyota,Prius,2019,4.6,7130
Germany,Toyota,Prius,2019,3.8,6265
USA,Toyota,Prius,2019,4.0,13014
France,Toyota,Prius,2020,3.3,1662
Germany,Toyota,Prius,2020,3.5,14849
USA,Toyota,Prius,2020,3.6,15300
France,Toyota,Prius,2012,4.6,6879
Germany,Toyota,Prius,2012,2.4,6366
USA,Toyota,Prius,2012,4.1,932
France,Toyota,Prius,2014,2.3,6180
Germany,Toyota,Prius,2014,1.8,10635
USA,Toyota,Prius,2014,1.2,5574
France,Toyota,Prius,2016,1.4,14123
Germany,Toyota,Prius,2016,2.3,3594
USA,Toyota,Prius,2016,4.4,6501
France,Toyota,Prius,2018,2.8,12027
Germany,Toyota,Prius,2018,1.1,3440
USA,Toyota,Prius,2018,4.0,16297
France,Toyota,Prius,2013,2.9,7855
Germany,Toyota,Prius,2013,3.1,12508
USA,Toyota,Prius,2013,2.9,17518
France,Toyota,Prius,2010,2.1,11990
Germany,Toyota,Prius,2010,1.4,14006
USA,Toyota,Prius,2010,4.4,16462
France,Toyota,Prius,2015,4.9,17601
Germany,Toyota,Prius,2015,2.2,3477
USA,Toyota,Prius,2015,1.7,13425
France,Hyundai,Sonata,2017,2.7,8166
Germany,Hyundai,Sonata,2017,3.3,15533
USA,Hyundai,Sonata,2017,2.9,3183
France,Hyundai,Sonata,2011,1.5,14272
Germany,Hyundai,Sonata,2011,1.7,15362
USA,Hyundai,Sonata,2011,4.6,7581
France,Hyundai,Sonata,2021,2.9,10123
Germany,Hyundai,Sonata,2021,2.4,7714
USA,Hyundai,Sonata,2021,4.5,7311
France,Hyundai,Sonata,2022,4.2,13015
Germany,Hyundai,Sonata,2022,3.0,15234
USA,Hyundai,Sonata,2022,2.1,10211
France,Hyundai,Sonata,2019,2.5,11270
Germany,Hyundai,Sonata,2019,4.8,11015
USA,Hyundai,Sonata,2019,1.5,8415
France,Hyundai,Sonata,2020,2.1,1380
Germany,Hyundai,Sonata,2020,4.7,10576
USA,Hyundai,Sonata,2020,2.5,4202
France,Hyundai,Sonata,2012,4.8,1303
Germany,Hyundai,Sonata,2012,2.6,922
USA,Hyundai,Sonata,2012,4.2,17944
France,Hyundai,Sonata,2014,2.5,12599
Germany,Hyundai,Sonata,2014,2.8,2206
USA,Hyundai,Sonata,2014,1.6,1346
France,Hyundai,Sonata,2016,2.9,2156
Germany,Hyundai,Sonata,2016,4.1,6427
USA,Hyundai,Sonata,2016,2.6,9623
France,Hyundai,Sonata,2018,3.2,14181
Germany,Hyundai,Sonata,2018,4.0,17587
USA,Hyundai,Sonata,2018,1.1,14366
France,Hyundai,Sonata,2013,1.9,16860
Germany,Hyundai,Sonata,2013,3.9,1532
USA,Hyundai,Sonata,2013,3.5,1371
France,Hyundai,Sonata,2010,2.6,15972
Germany,Hyundai,Sonata,2010,1.2,14522
USA,Hyundai,Sonata,2010,1.7,2210
France,Hyundai,Sonata,2015,4.4,7588
Germany,Hyundai,Sonata,2015,2.4,14495
USA,Hyundai,Sonata,2015,2.3,13107
France,Renault,Megane,2017,1.8,12063
Germany,Renault,Megane,2017,2.5,17836
USA,Renault,Megane,2017,2.7,3656
France,Renault,Megane,2011,1.6,5437
Germany,Renault,Megane,2011,4.7,10375
USA,Renault,Megane,2011,2.2,966
France,Renault,Megane,2021,2.0,12678
Germany,Renault,Megane,2021,1.1,17558
USA,Renault,Megane,2021,3.4,15430
France,Renault,Megane,2022,2.2,7086
Germany,Renault,Megane,2022,3.5,16565
USA,Renault,Megane,2022,2.6,12873
France,Renault,Megane,2019,3.6,10767
Germany,Renault,Megane,2019,2.4,9275
USA,Renault,Megane,2019,4.0,4207
France,Renault,Megane,2020,4.1,8967
Germany,Renault,Megane,2020,3.4,6659
USA,Renault,Megane,2020,2.5,3575
France,Renault,Megane,2012,1.3,15310
Germany,Renault,Megane,2012,2.6,7399
USA,Renault,Megane,2012,2.9,11194
France,Renault,Megane,2014,4.6,6501
Germany,Renault,Megane,2014,4.8,8495
USA,Renault,Megane,2014,4.1,4187
France,Renault,Megane,2016,3.7,15240
Germany,Renault,Megane,2016,4.4,6153
USA,Renault,Megane,2016,2.9,2012
France,Renault,Megane,2018,4.1,936
Germany,Renault,Megane,2018,2.6,4070
USA,Renault,Megane,2018,3.9,7705
France,Renault,Megane,2013,1.8,5182
Germany,Renault,Megane,2013,3.9,18469
USA,Renault,Megane,2013,3.2,5689
France,Renault,Megane,2010,1.1,9107
Germany,Renault,Megane,2010,4.8,15459
USA,Renault,Megane,2010,3.9,2949
France,Renault,Megane,2015,3.6,13588
Germany,Renault,Megane,2015,3.5,18325
USA,Renault,Megane,2015,2.0,3130
France,BMW,X3,2017,2.5,8154
Germany,BMW,X3,2017,2.3,13810
USA,BMW,X3,2017,4.6,16119
France,BMW,X3,2011,4.6,8258
Germany,BMW,X3,2011,4.7,6958
USA,BMW,X3,2011,4.0,7718
France,BMW,X3,2021,4.3,7288
Germany,BMW,X3,2021,2.2,1809
USA,BMW,X3,2021,4.3,8829
France,BMW,X3,2022,1.9,8298
Germany,BMW,X3,2022,2.8,8564
USA,BMW,X3,2022,1.4,3364
France,BMW,X3,2019,1.8,704
Germany,BMW,X3,2019,3.4,10618
USA,BMW,X3,2019,3.9,6340
France,BMW,X3,2020,2.3,13613
Germany,BMW,X3,2020,4.8,838
USA,BMW,X3,2020,3.3,15308
France,BMW,X3,2012,3.3,4799
Germany,BMW,X3,2012,4.2,10272
USA,BMW,X3,2012,4.9,13328
France,BMW,X3,2014,1.5,8797
Germany,BMW,X3,2014,2.9,13794
USA,BMW,X3,2014,2.3,4705
France,BMW,X3,2016,3.4,6387
Germany,BMW,X3,2016,1.8,3025
USA,BMW,X3,2016,3.8,4364
France,BMW,X3,2018,1.9,18166
Germany,BMW,X3,2018,1.8,11544
USA,BMW,X3,2018,1.8,6360
France,BMW,X3,2013,2.9,11643
Germany,BMW,X3,2013,4.5,13933
USA,BMW,X3,2013,2.5,14306
France,BMW,X3,2010,1.8,14283
Germany,BMW,X3,2010,4.9,2380
USA,BMW,X3,2010,4.5,1735
France,BMW,X3,2015,4.6,16825
Germany,BMW,X3,2015,2.5,6301
USA,BMW,X3,2015,2.3,1224
France,Volkswagen,Atlas,2017,4.3,10020
